,cWT-1,cWT-2,cKO-1,cKO-2
Fam214b,299,264,415,369
Fam166b,0,1,2,0
Cd72,85,100,52,72
Sit1,0,0,0,1
Rmrp,131,81,109,123
Arhgef39,9,8,5,12
Gm12454,3,0,0,0
Tpm2,28,33,65,25
Tln1,5884,5105,6712,6274
Gba2,175,190,188,153
Msmp,2,0,2,3
Gm12473,0,0,0,0
Spag8,1,2,6,2
Hint2,859,597,984,693
Fam221b,0,0,0,1
Olfr70,0,0,0,1
Olfr71,0,0,0,0
Olfr159,0,0,0,0
Olfr156,17,28,12,34
Olfr157,0,0,0,1
Gne,106,109,164,119
Rnf38,533,455,663,511
Pax5,0,0,0,0
Gm12679,0,0,0,1
Zbtb5,119,108,141,161
Fbxo10,90,77,115,68
Tomm5,988,677,1136,684
Frmpd1os,0,0,0,1
Exosc3,565,402,665,392
Slc25a51,289,302,378,311
Shb,156,201,147,209
Gm12409,1,0,2,2
Igfbpl1,0,0,7,2
Tstd2,364,367,348,318
Xpa,547,500,691,552
Gm12446,0,0,0,0
Trmo,27,24,42,28
Hemgn,0,0,0,0
Trim14,107,103,101,96
Coro2a,402,356,607,465
Tbc1d2,1,0,5,5
Gabbr2,2,1,1,7
Gm568,1,5,1,1
Anks6,107,125,91,104
Gm12426,0,0,0,0
Alg2,175,164,151,116
Erp44,1075,900,1042,831
Tex10,295,252,511,518
Acnat2,0,0,0,0
Acnat1,1,0,0,0
Baat,0,0,3,2
Mrpl50,535,408,583,393
Aldob,0,0,0,0
Tmem246,0,0,0,2
Grin3a,17,14,10,22
Ppp3r2,0,0,0,0
C630028M04Rik,0,0,0,0
Smc2os,15,21,7,6
Olfr273,0,0,0,0
Olfr272,0,0,0,0
Abca1,5365,5479,7836,5918
4930412L05Rik,3,2,2,0
AI427809,3,4,1,2
Gm12496,0,0,0,0
1700060J05Rik,0,0,0,0
Gm12484,0,0,0,0
Gm29067,0,0,0,0
Gm12514,0,0,0,0
Gm12505,0,0,0,0
Gm12510,0,0,0,0
Klf4,1858,3470,4860,7131
Gm12519,0,0,0,0
2310081O03Rik,0,0,0,0
Actl7b,2,0,0,2
Elp1,286,285,428,344
Ctnnal1,278,293,272,422
Tmem245,1322,1454,2007,1974
Frrs1l,1,0,0,0
Epb41l4b,0,0,1,0
Ptpn3,1,0,0,0
1700042G15Rik,0,0,0,0
Gm12526,0,0,0,0
D630039A03Rik,0,0,0,0
Txn1,1125,911,1403,969
Txndc8,0,0,0,0
Svep1,0,0,0,0
Lpar1,0,3,1,5
Gm12580,0,0,0,0
Olfr267,3,7,3,1
Ecpas,781,717,852,742
Ptgr1,114,97,81,67
Shoc1,1,0,0,0
Gm12594,0,0,0,0
Susd1,34,30,51,49
Ptbp3,4098,3505,5657,4117
Inip,483,407,458,474
Gm12542,0,0,0,0
Slc46a2,88,72,159,108
Mup4,0,0,0,0
Mup7,0,0,0,0
Mup2,0,0,0,0
Mup8,0,0,0,0
Mup9,0,0,0,0
Mup1,0,0,0,0
Mup10,0,0,0,0
Mup11,0,0,0,0
Mup12,0,0,0,0
Mup22,0,0,0,0
Mup13,0,0,0,0
Mup14,0,0,0,0
Mup15,0,0,0,0
Mup16,0,0,0,0
Mup17,0,0,0,0
Mup18,0,0,0,0
Mup19,0,0,0,0
Mup5,0,0,0,0
Mup20,0,0,0,0
Mup3,0,0,0,0
Mup21,0,0,0,0
Zfp37,159,128,105,83
Fkbp15,1124,954,1132,984
Cdc26,1001,695,1024,716
Rnf183,0,0,0,2
Wdr31,2,1,6,2
Hdhd3,15,24,11,8
Alad,119,98,134,120
Pole3,245,156,265,182
Gm11209,0,0,0,0
Gm11211,0,0,0,0
Ambp,0,0,1,0
Kif12,0,0,0,0
Akna,1634,1752,2553,2205
Whrn,512,513,514,529
Gm11213,0,0,0,0
Tex48,0,0,0,0
Gm11214,0,0,0,0
Tnfsf15,0,0,0,0
Tnfsf8,44,22,26,14
Tnc,0,0,0,3
Gm11217,0,0,0,0
Astn2,0,0,0,0
Gm12911,0,0,0,0
Brinp1,0,0,1,1
Cdk5rap2,204,214,179,200
Megf9,95,106,141,61
Gm11228,0,0,0,0
Gm11232,0,0,0,0
Tle1,78,60,83,62
Aldoart1,0,0,0,0
Gm11487,0,0,0,0
Rasef,0,0,0,0
Gm11758,0,0,0,0
Gm11757,0,0,0,0
Gm13871,0,0,0,0
Gm11756,0,0,0,0
2310002L09Rik,0,0,0,0
A230083N12Rik,9,7,20,10
Dmac1,653,506,673,406
Ptprd,5,11,7,8
Gm11261,0,0,0,0
Mpdz,0,1,1,3
Gm12914,0,0,0,0
Gm11264,0,0,0,0
Nfib,5,16,23,26
Gm11267,0,0,0,0
Zdhhc21,293,275,351,325
Cer1,0,0,0,0
Frem1,0,0,0,0
Ttc39b,640,597,955,1329
Gm11413,0,1,0,0
Psip1,284,233,231,228
Gm11415,0,0,0,0
6030471H07Rik,0,0,0,0
Gm12414,0,0,0,0
Bnc2,1,6,0,2
Saxo1,0,0,0,0
Haus6,152,133,216,122
Plin2,76,62,94,39
Rps6,1093,781,831,690
Slc24a2,2,1,2,0
Mllt3,111,84,57,59
Hacd4,246,308,75,112
Ifnb1,1,2,8,0
Ifna15,0,0,0,0
Ifna14,0,0,0,0
Ifna9,0,0,0,0
Ifna12,0,0,0,0
C87499,0,0,0,0
Ifna13,0,0,0,0
Ifna16,0,0,0,0
Ifna2,0,0,0,0
Ifnab,0,0,0,0
Klhl9,1700,1520,1456,1316
Gm13274,0,1,2,1
4930553M12Rik,0,1,1,2
Ifne,0,0,0,0
Gm49890,0,0,0,0
Gm49891,0,0,0,0
Gm12602,0,0,0,0
Gm12606,0,0,0,0
Cdkn2a,23,10,37,20
Cdkn2b,9,10,16,17
Elavl2,2,0,2,2
4930577H14Rik,0,0,0,0
Izumo3,0,0,0,0
Gm12666,1,1,8,2
Tusc1,84,59,107,91
Gm12649,0,0,0,0
Gm12648,0,0,0,0
Gm12655,12,7,15,19
Caap1,419,392,445,315
Plaa,456,355,537,486
Lrrc19,2,6,9,7
Eqtn,0,1,0,0
Mysm1,1465,1293,1865,1665
Gm12703,27,23,21,42
Jun,59704,70530,85351,108213
4930551L18Rik,0,0,0,0
Gm29064,0,0,0,0
Gm830,0,0,0,0
9530080O11Rik,0,0,0,0
Cyp2j13,0,0,0,0
Cyp2j12,0,0,0,0
Cyp2j7,0,0,0,0
Cyp2j11,0,0,0,0
Cyp2j8,0,0,0,0
Cyp2j6,1,4,5,5
Cyp2j9,0,2,3,4
Cyp2j5,0,0,0,0
Gm12695,0,0,0,0
E130114P18Rik,1,0,0,1
Gm12676,0,0,0,0
Tm2d1,1271,977,1325,1182
Kank4,0,1,0,0
I0C0044D17Rik,0,0,0,0
Dock7,385,436,401,364
Gm12681,0,0,0,0
Gm12688,0,0,0,1
Gm12682,0,0,0,0
Itgb3bp,280,239,296,220
Ube2uos,0,0,0,0
Jak1,3647,2962,4661,4529
Gm12796,0,2,4,2
E130102H24Rik,436,298,969,889
B020004J07Rik,0,0,0,0
C130073F10Rik,0,0,0,0
Gm12790,0,0,0,0
Gm12709,0,0,6,2
BB031773,0,0,0,0
Insl5,0,0,0,0
Wdr78,33,30,19,11
Slc35d1,140,98,138,145
4921539E11Rik,0,0,0,0
Gm12720,0,0,0,0
C8a,0,0,0,0
Prkaa2,18,10,15,10
Gm12729,0,0,0,0
Pcsk9,0,0,0,0
Bsnd,0,0,0,0
Tmem61,0,0,0,0
2700068H02Rik,0,0,0,0
Gm12744,0,0,0,0
Lexm,0,0,0,0
Ttc4,734,645,689,538
Mroh7,0,0,1,1
Acot11,2,7,8,9
Gm12746,0,0,0,0
Gm12786,1,0,1,2
Mrpl37,188,188,222,153
Tceanc2,464,421,518,491
Lrrc42,92,49,102,54
Dio1,0,0,0,0
Gm12869,0,1,0,0
Dmrtb1,76,27,55,81
Lrp8os3,0,0,0,1
Lrp8os2,0,0,0,0
Lrp8os1,0,0,0,0
Cpt2,171,169,218,165
Podn,0,0,0,0
Scp2,198,140,164,188
Zyg11a,0,0,0,0
Zyg11b,1210,1228,1667,1747
Shisal2a,0,4,2,4
Gpx7,5,3,1,5
Prpf38a,447,420,535,408
Gm12743,22,19,39,12
Gm17354,57,40,54,40
Zfyve9,131,113,193,129
Btf3l4,429,306,460,377
8030443G20Rik,0,0,0,0
Osbpl9,944,779,1028,803
Ttc39aos1,0,0,0,0
Rnf11,759,800,820,965
4930522H14Rik,0,0,0,0
9630013D21Rik,0,1,3,1
Cdkn2c,211,143,261,197
Dmrta2os,0,0,0,0
Elavl4,345,306,123,174
Slc5a9,0,0,0,1
Skint9,0,0,0,0
Skint10,0,0,0,0
Skint6,0,0,0,0
Skint5,0,0,0,0
Gm28864,0,0,0,0
9130410C08Rik,0,0,0,0
Foxd2,7,4,4,3
Foxe3,0,0,0,0
Cmpk1,1290,1069,1397,1193
Cyp4x1,0,0,2,0
Cyp4a14,0,0,0,0
Cyp4b1,0,0,0,0
Tex38,0,0,1,3
Gm29434,13,9,9,14
Dmbx1,0,0,0,0
Faah,0,0,0,0
Nsun4,179,135,234,149
Uqcrh,3851,2503,4984,3124
Rad54l,32,22,53,33
Lurap1,2,10,10,4
Tspan1,2,0,2,0
Mast2,167,174,205,182
Tmem69,119,100,104,51
C530005A16Rik,31,34,32,22
Nasp,397,219,516,272
Akr1a1,3072,2469,3536,3051
Mmachc,71,72,111,73
Toe1,43,40,49,31
Hpdl,0,0,1,0
Urod,317,253,383,279
1700021J08Rik,1,0,1,0
Btbd19,252,196,352,205
Plk3,342,316,637,330
Rps8,33138,19980,41762,28235
Kif2c,18,10,29,81
Armh1,0,0,0,2
1700012C08Rik,0,0,0,0
Rnf220,710,580,965,816
Dmap1,208,206,258,241
Klf17,0,0,0,0
Gm17114,0,0,0,0
Ccdc24,0,1,0,3
B4galt2,2,1,3,2
Atp6v0b,7886,6027,7518,5204
Dph2,103,93,147,45
Ipo13,176,149,194,128
Artn,1,1,1,0
St3gal3,149,124,158,156
Kdm4a,440,438,483,488
Ptprf,6,4,6,3
Szt2,119,97,148,94
Cdc20,18,12,23,11
Mpl,0,0,0,0
Tie1,0,4,0,5
Tmem125,0,0,1,0
Cfap57,0,1,0,0
Gm12853,0,0,0,0
Olfr1342,0,0,0,0
Olfr1338,0,0,0,0
Olfr1337,0,0,0,0
Olfr1335,0,0,0,0
Olfr1333,0,0,0,0
Olfr1329,0,0,0,0
Olfr1328,3,2,5,5
Gm12863,1,0,0,1
Gm12865,4,5,10,14
Gm12862,2,0,3,0
Gm12866,0,0,0,0
Gm12867,0,0,1,1
Gm12868,0,0,0,0
Zfp691,1061,868,859,752
Ermap,133,85,90,87
AU022252,124,88,121,54
Tmem269,0,2,1,1
Gm12927,0,0,0,0
Ybx1,5436,4135,5443,3875
Ppih,178,100,167,80
Ccdc30,0,0,0,0
Ppcs,261,218,217,188
Rimkla,0,0,0,0
Frg2f1,29,28,57,40
Guca2b,0,0,0,0
Foxo6,0,0,1,1
Ctps,107,75,121,94
Gm45579,0,0,0,0
Kcnq4,0,1,0,0
Nfyc,319,263,435,281
Exo5,58,55,60,43
Zfp69,136,170,136,102
Smap2,8557,8533,7458,7252
Zmpste24,1023,988,1106,964
Tmco2,0,0,0,0
Rlf,700,679,806,834
Gm12888,0,0,0,0
Gm12886,0,0,0,0
Gm12887,0,0,0,0
Cap1,1872,2024,1680,1523
Mfsd2a,3,7,20,21
Gm12923,0,0,0,0
Ppie,381,288,402,261
Bmp8a,0,1,1,7
Oxct2a,0,0,0,0
Macf1,5717,6893,5332,5941
Ndufs5,902,634,638,454
Akirin1,2032,1866,2343,2188
1700121C08Rik,0,0,0,0
Gm12905,8,7,8,15
Gm12916,0,0,0,0
1700021L23Rik,0,0,0,0
4933435F18Rik,0,0,0,0
1700057H15Rik,0,0,0,0
Gm2164,0,0,0,0
Utp11,1611,1371,1551,1083
Gm12915,1,0,0,0
1110065P20Rik,304,209,393,246
Maneal,2,3,0,3
1700125G02Rik,0,0,0,0
Cdca8,16,12,18,9
Gm12930,2,0,1,0
Dnali1,22,9,45,38
Gm12932,9,7,10,8
Zc3h12a,307,264,724,980
2610028E06Rik,0,0,0,0
Sh3d21,5,10,12,2
Thrap3,1661,1366,1824,1712
Map7d1,1079,1061,1159,1041
Adprhl2,333,318,367,379
Tekt2,4,3,5,1
Ago3,97,76,101,92
Ago1,953,1063,913,1251
Ago4,227,217,339,248
Tfap2e,1,1,0,2
Ncdn,164,152,276,219
Zmym4,811,816,901,821
Zmym1,146,190,157,133
Gja4,0,5,3,5
Gjb3,0,0,0,0
Gjb4,0,0,0,0
Gjb5,0,0,0,0
1700112K13Rik,0,0,0,0
CK137956,0,0,0,0
Csmd2os,0,0,0,0
Hmgb4,0,0,0,0
Zscan20,47,29,30,20
Tlr12,369,412,220,252
Zfp362,261,234,397,304
Azin2,0,0,0,3
1700086P04Rik,21,12,11,13
Hpca,0,4,2,9
S100pbp,203,177,280,223
C77080,5,1,0,5
Rbbp4,1602,1279,1616,1496
Zbtb8a,62,50,63,53
Zbtb8b,0,0,0,0
Tssk3,0,1,2,3
Gm12979,0,0,0,0
Hdac1,964,869,938,771
Lck,2,1,0,1
Fam167b,760,581,183,301
Eif3i,1338,1011,1614,1174
Dcdc2b,7,3,4,5
Iqcc,59,57,54,40
Ccdc28b,352,250,399,251
Txlna,618,536,621,521
Kpna6,422,422,448,425
Tmem39b,273,181,215,127
Khdrbs1,639,632,623,531
Gm12963,0,0,0,0
Hcrtr1,0,0,0,0
Tinagl1,0,0,0,0
Ldc1,0,1,0,1
Serinc2,1,0,0,0
Gm10570,1,0,2,0
Zcchc17,728,572,770,447
Nkain1,0,0,0,0
Gm12970,0,0,0,0
Gm26716,1,0,2,2
A930031H19Rik,0,0,0,0
Gm12962,0,0,0,0
Gm16080,0,0,0,0
Ptpru,0,2,4,1
Gm12992,11,8,17,12
AL607088.1,0,0,0,0
Epb41,622,622,911,754
Oprd1,0,0,0,0
Ythdf2,1893,1701,1965,1814
Gmeb1,639,664,714,755
Rab42,40,44,24,30
Trnau1ap,444,323,569,404
Rcc1,124,102,143,103
Snhg3,1,0,8,6
Phactr4,745,686,878,694
Med18,105,117,138,109
Sesn2,96,102,100,89
Gm12981,0,0,0,0
Atpif1,3661,2509,3286,2392
Xkr8,99,95,104,84
Smpdl3b,224,201,290,189
Themis2,849,705,843,737
Ppp1r8,267,264,321,278
Stx12,646,583,636,530
Fam76a,843,739,1216,964
Gpr3,1,0,4,7
Sytl1,0,1,0,0
Tmem222,762,587,905,823
Wdtc1,199,182,281,174
Gm13257,0,0,0,0
Trnp1,1,3,1,0
Nudc,1784,1336,1882,1342
Sfn,8,7,21,16
Zdhhc18,254,235,268,224
Pigv,408,343,461,245
Arid1a,3990,3685,4032,3301
Rps6ka1,3324,3017,2914,2263
Hmgn2,454,254,389,273
Dhdds,254,203,327,184
Lin28a,2,2,1,0
Cd52,1956,1039,1086,1046
Sh3bgrl3,8958,6506,10857,7080
Cep85,138,130,234,139
Gm7534,0,0,0,0
Catsper4,0,0,0,0
Cnksr1,0,0,1,0
Zfp593,266,194,455,271
Grrp1,3,9,1,10
Pdik1l,466,448,562,488
Extl1,0,2,0,0
1700021N21Rik,2,1,11,4
Mtfr1l,996,913,983,797
Selenon,206,238,249,253
Man1c1,1527,1574,1747,1537
Ldlrap1,291,283,311,306
Maco1,678,572,631,565
Tmem50a,7498,6116,8569,6718
Gm16225,1,1,0,1
Gm16224,0,0,0,0
Clic4,90,118,202,150
Srrm1,2294,1943,2985,2561
Ncmap,1,1,12,10
Rcan3,83,94,141,144
Gm15979,0,1,0,1
Nipal3,77,96,99,73
Grhl3,0,0,0,0
Pnrc2,1246,1115,1486,1071
Lypla2,555,445,722,540
Pithd1,359,328,460,363
Eloa,1337,1181,1371,1224
Gm24362,0,0,0,0
Rpl11,21503,13561,26580,19453
Gm27022,3,0,0,4
Kdm1a,1030,1006,1207,1164
Ephb2,1,1,4,2
C1qb,140680,102054,152541,135258
C1qc,113544,83980,120329,101313
C1qa,157500,119818,176767,143911
Epha8,0,0,0,0
Zbtb40,77,66,78,51
1700037C06Rik,0,0,0,0
Gm13001,0,0,0,0
Gm13003,0,0,0,0
Cdc42,11074,9182,10048,8032
2810405F17Rik,299,318,359,256
Cela3a,0,0,0,0
Cela3b,0,0,0,0
Gm13010,0,0,0,0
Ldlrad2,0,0,0,1
Rap1gapos,0,0,0,0
Alpl,3,1,1,6
Gm13012,8,5,7,8
1700095J12Rik,4,7,5,3
Pink1,603,542,704,677
Cda,0,0,1,0
Fam43b,0,0,0,0
Vwa5b1,1,0,0,0
Ubxn10,1,0,0,0
Pla2g2f,0,0,0,0
Pla2g5,0,0,0,0
Gm13030,0,0,0,0
Otud3,74,87,81,70
Htr6,0,0,0,0
Nbl1,35,49,80,122
Micos10,2452,1791,2790,2012
Gm16287,45,62,93,104
Pqlc2,93,79,118,68
Mrto4,687,529,999,623
Pax7,0,0,0,0
4933427I22Rik,0,0,0,0
Klhdc7a,0,1,3,0
Igsf21,0,0,1,0
Arhgef10l,239,255,262,184
Padi6,0,0,1,0
Padi4,4,1,0,2
Padi3,6,1,1,4
Padi1,0,0,0,0
Gm13031,13,12,11,3
Crocc,33,27,30,22
Necap2,1575,1278,1749,1606
Szrd1,639,579,878,703
Gm13055,0,0,0,0
Clcnka,0,1,0,0
Clcnkb,0,0,0,0
Srarp,1,7,2,1
Spen,1020,1025,1257,1199
Fblim1,158,199,431,251
Tmem82,7,11,25,25
Slc25a34,0,0,0,1
Plekhm2,352,358,615,554
Ddi2,867,1035,1594,1888
Rsc1a1,0,0,0,0
Dnajc16,423,397,667,636
Cela2a,0,0,0,0
Ctrc,0,0,0,0
Efhd2,6243,6200,10029,8584
Fhad1,19,47,29,18
Tmem51,2,7,6,2
Gm13053,0,0,0,0
Kazn,1,1,0,1
Gm13052,0,0,0,0
6330411D24Rik,0,0,0,0
Prdm2,1162,1174,1351,1394
Pdpn,2,0,2,4
Oog4,0,0,0,0
Gm13088,0,0,0,0
Gm13089,0,0,0,0
Gm13084,0,0,0,0
Pramef6,0,0,0,0
Pramef25,0,0,0,0
Gm13101,0,0,0,0
Pramef17,0,0,0,0
Oog3,0,0,0,0
C87977,0,0,0,0
Pramel5,0,0,0,0
Pramef20,0,0,0,0
Pramef12,0,0,0,0
1700012P22Rik,0,0,0,0
Gm9944,0,0,0,0
Aadacl3,0,0,0,0
Gm13124,0,0,0,0
Gm436,0,0,0,0
Gm13178,0,0,0,0
Gm438,0,0,0,0
Vps13d,421,467,488,445
Tnfrsf1b,1502,1485,2028,1540
Tnfrsf8,5,1,6,4
Gm13165,0,0,0,0
1700095A21Rik,0,0,0,0
Gm21411,0,0,0,0
4933438K21Rik,0,0,0,0
Zfp979,0,2,0,0
Gm16211,0,0,0,0
Zfp534,0,0,0,0
Zfp984,307,267,312,185
Gm20707,3,4,5,4
Zfp933,148,141,232,139
Miip,121,96,247,193
Mfn2,199,207,224,188
Plod1,2151,1918,2634,2424
Gm13054,2,2,7,2
Clcn6,219,205,310,268
Gm13201,0,0,1,0
Agtrap,377,317,550,372
Draxin,0,0,0,0
Fbxo6,329,253,463,306
Fbxo44,18,17,38,32
Disp3,1,1,0,0
Gm13200,0,0,0,0
Ubiad1,85,83,116,82
Angptl7,126,118,187,163
Gm13209,0,0,0,0
Tardbp,503,360,479,390
Gm15969,0,0,0,0
Gm13205,16,14,12,8
Pex14,463,387,498,472
Cort,1,1,0,0
Cenps,9,4,7,1
Pgd,1434,1085,2358,1547
Kif1b,923,783,1431,1232
Ube4b,85,85,105,100
Rbp7,0,0,0,0
Nmnat1,134,121,114,84
Gm13066,0,4,2,1
Pik3cd,1308,1190,1521,1042
Tmem201,101,119,166,229
Slc25a33,212,180,272,138
Gm13073,0,0,0,0
Spsb1,955,847,1142,1001
H6pd,290,280,381,314
Gm13093,0,0,1,0
Car6,0,0,1,1
Gm13091,24,18,20,19
Slc45a1,0,0,0,0
Gm16079,0,0,0,0
1700045H11Rik,0,0,0,0
Park7,352,245,407,245
Camta1,26,26,44,44
Per3,31,15,28,22
Vamp3,118,85,108,89
Thap3,452,421,485,468
Phf13,207,230,229,244
Zbtb48,17,25,35,16
Tas1r1,0,0,0,1
Espn,16,5,11,9
Hes3,0,0,0,0
Rnf207,0,0,0,0
Gm13645,0,0,0,0
Kcnab2,13,3,36,6
Gm13173,0,0,0,0
Ajap1,0,2,1,2
BC039966,0,0,0,0
Dffb,86,93,87,105
Smim1,312,297,335,350
Ccdc27,0,0,0,0
Trp73,0,0,0,3
Tprgl,1263,1079,1602,1275
Arhgef16,1,0,1,1
Prdm16,47,35,47,55
Gm27202,0,0,0,0
Gm13110,0,0,0,0
Actrt2,0,0,0,0
Gm13112,1,1,0,0
Prxl2b,658,450,719,405
Tnfrsf14,35,48,61,53
Gm20421,0,0,0,0
Plch2,0,0,0,2
Rer1,2988,2014,2754,1887
Ski,4482,4061,7016,5232
Prkcz,21,14,7,7
Gabrd,11,9,11,17
5830444B04Rik,171,108,120,75
Gm16023,6,7,9,9
Gm10563,7,4,10,5
Mmp23,15,20,2,13
Mib2,370,343,351,233
1500002C15Rik,26,26,17,15
Atad3a,373,332,541,501
Vwa1,14,18,14,16
Tmem88b,0,3,4,3
Mxra8os,1,0,0,0
Tas1r3,7,4,10,8
Cptp,36,34,41,37
Pusl1,93,68,90,61
B3galt6,292,252,277,186
Gm16008,3,0,0,1
Ttll10,0,0,0,0
Gm13648,0,0,0,0
Agrn,66,71,83,77
Isg15,572,286,319,167
Plekhn1,306,268,351,233
Samd11,5,3,2,6
Vmn1r2,0,0,0,0
AI838599,0,0,0,0
Tgs1,2489,2006,1979,1530
2210414B05Rik,0,0,0,1
Lyn,5942,5536,5017,5186
Chchd7,296,211,290,180
A830012C17Rik,0,0,0,0
4930423M02Rik,0,0,0,0
Fam110b,0,0,0,1
Ubxn2b,241,220,243,146
Sdcbp,453,295,423,401
Gm11802,0,0,1,0
8430436N08Rik,0,0,0,0
Gm11795,0,0,0,0
Rab2a,2927,2434,3056,2745
Chd7,1252,1207,1937,1758
Clvs1,18,19,11,24
4930412C18Rik,2,1,0,0
Gdf6,0,0,0,0
2610301B20Rik,156,154,213,155
Gm11827,28,13,219,67
Trp53inp1,384,391,1237,1901
Ccne2,10,8,15,23
Virma,533,518,598,565
Rad54b,2,3,3,3
Fsbp,0,0,0,0
Gem,93,179,220,372
Cdh17,0,0,0,1
1700123M08Rik,24,30,68,33
Gm11842,1,1,0,0
Rbm12b2,280,231,242,110
Rbm12b1,122,109,114,58
Gm11846,0,0,0,0
Triqk,31,30,14,8
Gm11820,0,0,0,0
Runx1t1,18,24,6,21
Pip4p2,268,243,355,281
Gm11837,0,0,2,3
Gm11844,0,0,0,0
Tmem64,1076,1011,1049,945
Calb1,0,4,1,0
Nbn,299,234,263,192
A530072M11Rik,12,6,6,1
Gm11861,0,0,0,0
Mmp16,0,1,1,1
Gm11867,0,0,0,0
Cngb3,0,0,0,1
Rmdn1,441,361,502,286
Gm12353,0,0,0,0
Slc7a13,0,1,0,0
Ttpa,1,1,2,2
Ggh,1476,1341,1605,1146
Gm11872,0,0,0,0
Ccnc,54,63,69,38
Usp45,387,368,420,364
Pnisr,2241,1929,2728,2159
Coq3,87,88,113,55
Faxc,0,0,0,0
Fbxl4,219,196,363,208
Gm30731,0,0,0,0
Gm11884,0,0,0,0
Mms22l,72,48,69,45
Gm11899,0,0,0,0
Ndufaf4,135,115,149,100
Gpr63,0,0,0,0
Gm11906,0,0,0,0
Epha7,0,0,0,0
Gm11917,0,0,0,0
Gm11916,0,0,0,0
Gm11924,0,0,0,0
4930556G01Rik,0,0,0,0
Map3k7,599,626,723,705
Bach2,1032,795,1220,1084
Bach2it1,3,0,4,14
Casp8ap2,228,235,244,208
Mdn1,246,228,311,295
Lyrm2,691,529,668,433
Rragd,24,40,56,59
Ube2j1,1551,1472,1664,1359
Gabrr2,1,2,7,0
Gabrr1,0,0,0,0
Srsf12,0,1,0,0
Rngtt,366,379,374,334
Cnr1,0,0,0,0
Gm12753,0,0,0,0
Akirin2,3113,2694,2284,2134
Rars2,189,177,222,169
Cga,46,0,0,0
Gm12364,1,0,0,0
Ifnk,0,0,0,0
Gm12367,4,9,6,8
Gm12371,0,0,0,0
Gm12374,0,0,0,0
1700009N14Rik,0,0,0,0
Aco1,254,220,252,187
Smim27,269,215,361,179
4930509K18Rik,0,0,0,0
Tmem215,0,0,0,0
Dnaja1,2625,1574,1492,1156
Spink4,0,0,0,0
Chmp5,1316,1074,1378,952
Nfx1,518,439,688,688
Ube2r2,1146,1061,1218,1157
Ubap1,480,452,474,424
Nudt2,235,177,225,91
Fam219aos,1,1,0,1
Gm12404,8,6,23,9
Dnaic1,2,1,0,3
Gm12406,0,0,0,0
Gm12405,0,0,0,0
Il11ra1,727,729,755,687
Galt,133,106,167,86
Gm21541,0,0,0,0
Gm20878,0,0,0,0
Gm3892,0,0,0,0
Gm3893,0,0,0,0
Gm13304,0,0,0,0
Gm13306,0,0,0,0
Gm17167,0,0,0,0
Gm21953,0,0,0,0
Fam205a3,0,0,0,0
Gm21586,0,0,0,0
Gm10591,0,0,0,0
Ccl27b,0,0,0,0
4930578G10Rik,0,0,0,0
Gm12395,0,0,0,0
Phf24,1,2,1,0
Dnajb5,145,124,179,188
1700022I11Rik,1,1,3,2
Gm26881,81,50,86,59
Unc13b,28,38,27,24
Atp8b5,4,3,5,6
Rusc2,103,96,180,144
Tesk1,569,667,553,501
Ccdc107,889,734,924,792
Car9,9,14,20,10
Creb3,939,662,1048,657
Rgp1,54,47,103,69
Gm12472,0,0,0,0
Npr2,1,1,1,3
Tmem8b,55,71,106,92
Hrct1,1,4,1,1
Spaar,15,15,22,15
Olfr155,0,0,0,0
Reck,10,39,20,35
Glipr2,6,3,38,11
Ccin,0,0,0,0
Clta,12795,9246,12014,9141
Gm12503,0,2,0,2
Melk,0,2,0,1
Gm12462,0,0,0,0
Zcchc7,2465,1987,3005,2257
Gm12678,0,0,0,0
Gm12493,0,0,0,0
Grhpr,267,169,248,160
1700055D18Rik,61,59,62,84
Polr1e,25,16,22,10
Frmpd1,0,0,2,2
Trmt10b,155,125,230,101
Dcaf10,365,313,391,452
Gm12408,0,0,0,1
Gm829,0,0,0,0
Gm12410,0,0,0,0
Aldh1b1,21,9,23,7
Stra6l,0,0,2,0
Ccdc180,1,1,2,4
Tdrd7,454,341,499,362
Tmod1,246,159,763,603
Ncbp1,352,250,381,257
Foxe1,0,0,0,0
Anp32b,1471,957,1935,1285
Nans,493,432,427,341
Gm16731,11,5,15,10
Galnt12,581,537,408,445
Col15a1,462,457,633,393
Tgfbr1,15440,16869,16465,15200
Sec61b,2961,2029,3057,1986
Gm12434,0,0,0,0
Nr4a3,2,7,14,14
Stx17,169,191,267,224
Invs,144,101,135,68
Msantd3,0,1,2,1
Tmeff1,3,3,5,3
Cavin4,0,0,0,0
Gm12436,0,0,0,0
Plppr1,0,0,0,0
Zfp189,72,104,70,47
Rnf20,522,459,525,506
Cylc2,0,0,0,0
Smc2,333,220,233,113
Toporsl,0,0,0,0
Olfr275,0,0,0,0
Olfr270,0,0,0,0
Nipsnap3a,0,0,0,0
Nipsnap3b,466,401,506,368
4930522O17Rik,0,0,0,0
Slc44a1,75,88,79,104
Fsd1l,1,1,3,0
Fktn,23,28,28,28
Tal2,0,3,0,1
Tmem38b,193,198,295,199
Gm12478,0,0,0,0
Gm12480,0,0,0,0
Zfp462,1,1,0,2
Rad23b,606,528,721,579
Gm12511,1,0,0,0
Gm12506,0,0,0,0
Gm26657,0,0,0,0
Actl7a,1,0,1,0
Abitram,145,184,165,81
Gm12530,0,0,0,0
Gm12536,0,0,0,0
