,cWT-1,cWT-2,cKO-1,cKO-2
Gm16325,0,0,0,0
Ttll7,15,11,16,9
Gm29771,1,0,2,0
Gm36831,0,0,0,0
Gm37041,0,0,0,0
Gm43574,0,0,0,0
Gm43573,39,33,28,27
Gm43572,0,0,1,0
Gm5149,16,9,12,18
Gm43470,23,23,17,21
Gm43468,0,0,0,0
4930555A03Rik,0,0,1,0
Gm42949,0,0,0,0
Adgrl4,6,13,4,14
Gm43617,0,0,0,0
Gm43619,0,0,0,0
Gm31881,0,0,0,0
Fubp1,1293,1091,1892,1710
Usp33,1278,1103,1626,1554
Zzz3,1556,1532,2076,1792
AI115009,0,0,0,0
Pigk,767,735,1009,740
Gm16213,0,0,0,0
Gm16231,1,0,1,1
Asb17,0,0,0,0
Gm43400,2,1,2,0
Slc44a5,2,0,3,4
AI606473,0,0,0,0
Cryz,56,54,62,41
Gm38139,0,0,1,0
Erich3,2,0,2,0
Lrriq3,46,56,94,63
9330178D15Rik,0,0,0,0
Negr1,68,15,22,30
Zranb2,522,459,606,538
Ptger3,174,133,245,184
1810013D15Rik,0,0,0,0
Ankrd13c,1047,930,1239,1120
Lrrc40,192,173,254,194
Gm20752,0,2,2,1
Depdc1a,2,1,0,0
Rpe65,0,0,0,0
Wls,1833,1733,1708,1265
Vmn1r3,0,0,0,0
Tmem68,810,759,945,962
Rps20,194,126,199,163
Mos,0,0,0,0
Plag1,104,75,68,66
Gm11808,0,0,0,0
Sdr16c5,0,0,0,0
Sdr16c6,0,0,0,0
Penk,0,0,0,0
Impad1,66,73,79,97
Gm11782,0,0,0,0
Cyp7a1,0,0,0,0
4930430E12Rik,100,115,166,241
Nsmaf,1381,1301,1940,1789
Tox,3,8,3,3
Car8,3,1,1,1
Gm11816,0,0,0,0
Gm11817,1,8,0,3
Asph,4571,4680,3469,2791
1700123O12Rik,1,2,3,1
Gm11815,0,0,0,0
Plekhf2,403,360,637,439
Ndufaf6,302,308,377,282
Ints8,939,975,1289,1054
Dpy19l4,2470,2265,2970,4719
Esrp1,1,0,0,3
Gm11831,18,19,21,21
Gm11832,0,0,1,0
Pdp1,55,57,84,40
Gm11840,0,0,1,0
Tmem67,158,165,173,127
Fam92a,46,65,55,68
Gm11823,0,3,2,3
1700120G11Rik,14,15,27,35
Slc26a7,0,1,0,1
Lrrc69,10,10,17,24
Otud6b,221,192,330,308
Necab1,1,0,1,6
Decr1,163,153,221,195
Osgin2,130,103,166,95
Ripk2,1515,1152,2094,1489
Gm11851,0,0,0,0
Cnbd1,1,1,1,0
Cpne3,370,378,484,516
Wwp1,1587,1417,2383,2037
Gm12354,0,0,1,0
Atp6v0d2,39,53,80,57
4930480G23Rik,0,0,0,0
Nkain3,5,6,7,6
Prdm13,0,0,0,1
Tstd3,11,15,12,13
Pou3f2,0,0,0,0
1700025O08Rik,0,0,0,0
Gm28448,0,0,0,0
Gm27243,0,0,0,0
Klhl32,27,35,23,32
C230012O17Rik,0,0,0,0
Fhl5,6,12,4,15
Ufl1,945,952,1144,1095
Fut9,2,5,1,7
Manea,286,298,270,181
4930548K13Rik,0,0,0,0
Gm11915,0,0,0,0
Bach2os,440,425,417,292
Gja10,1,0,0,2
Ankrd6,4,5,8,1
4933421O10Rik,1038,1140,1139,1017
Pm20d2,0,0,0,0
Pnrc1,881,1286,1125,1472
Gm11934,2,1,0,0
Spaca1,8,31,13,11
Orc3,1161,1306,1567,1897
Slc35a1,128,117,184,104
Cfap206,3,2,1,2
Gm136,2,0,0,0
Smim8,215,207,295,225
Zfp292,3867,3715,4774,4543
Platr9,0,0,0,0
Mob3b,166,129,192,88
C9orf72,1928,1857,3545,4094
Lingo2,13,19,21,28
Gm12381,5,5,8,5
Gm17094,0,0,0,1
Ddx58,546,481,513,412
Topors,150,175,234,234
Ndufb6,43,30,43,36
4933428C19Rik,0,0,0,0
Aptx,100,87,119,105
Smu1,290,235,363,396
B4galt1,6955,6602,16198,18309
Bag1,237,250,293,282
Aqp7,1,0,1,1
Aqp3,0,0,0,0
Nol6,17,7,18,24
Ubap2,669,633,954,648
Dcaf12,1023,895,1011,846
Kif24,123,106,148,94
Myorg,0,0,0,0
1110017D15Rik,12,8,18,18
Fam219a,1260,1174,2922,3207
Enho,0,1,1,0
Cntfr,0,1,1,3
Rpp25l,1,1,1,7
Dctn3,449,416,502,532
Arid3c,0,0,0,0
Sigmar1,66,38,91,43
Gm13307,0,0,0,0
Gm13299,0,0,0,0
Gm13305,0,0,0,0
Gm21980,0,0,0,0
Fam205a2,0,0,0,0
Gm12394,0,0,0,0
Fam205a1,0,0,0,0
Fam205c,0,0,0,0
Vcp,560,575,704,722
Fancg,29,28,34,13
Pigo,9,11,14,7
Stoml2,39,53,72,68
Fam214b,63,59,101,107
Fam166b,1,1,0,0
Cd72,9,5,6,13
Sit1,0,0,0,0
Rmrp,0,0,0,0
Arhgef39,0,1,0,0
Gm12454,3,1,1,3
Tpm2,5,4,5,2
Tln1,1127,975,1489,1183
Gba2,73,62,69,66
Msmp,2,4,2,1
Gm12473,0,0,0,0
Spag8,0,0,0,1
Hint2,27,30,40,39
Fam221b,0,0,1,0
Olfr70,0,1,1,7
Olfr71,0,0,0,0
Olfr159,0,0,0,0
Olfr156,0,0,0,0
Olfr157,0,0,0,0
Gne,196,179,231,248
Rnf38,2594,2199,2712,2735
Pax5,0,2,0,0
Gm12679,0,1,1,3
Zbtb5,75,60,80,72
Fbxo10,179,188,248,174
Tomm5,8,2,7,5
Frmpd1os,0,0,0,0
Exosc3,85,120,141,162
Slc25a51,120,121,161,148
Shb,739,867,683,814
Gm12409,4,0,0,1
Igfbpl1,2,0,0,1
Tstd2,305,308,357,299
Xpa,452,477,588,582
Gm12446,0,1,1,0
Trmo,323,270,509,357
Hemgn,2,0,0,3
Trim14,1456,1541,1515,1241
Coro2a,1031,1016,1670,1394
Tbc1d2,12,3,7,3
Gabbr2,7,13,16,10
Gm568,0,1,0,0
Anks6,275,271,187,223
Gm12426,1,0,0,0
Alg2,305,273,334,309
Erp44,692,618,964,724
Tex10,539,481,1054,978
Acnat2,2,2,1,0
Acnat1,3,1,1,0
Baat,0,2,4,2
Mrpl50,10,10,11,10
Aldob,0,0,0,0
Tmem246,0,1,0,0
Grin3a,9,10,9,10
Ppp3r2,0,0,0,0
C630028M04Rik,2,0,1,3
Smc2os,37,55,52,33
Olfr273,0,0,0,0
Olfr272,0,0,0,0
Abca1,6542,7648,10505,11071
4930412L05Rik,0,2,3,1
AI427809,1,1,0,2
Gm12496,0,0,0,0
1700060J05Rik,2,0,0,0
Gm12484,0,0,0,0
Gm29067,0,0,0,0
Gm12514,2,0,0,0
Gm12505,0,0,0,0
Gm12510,0,0,0,0
Klf4,127,256,272,358
Gm12519,0,0,0,0
2310081O03Rik,0,0,0,0
Actl7b,0,0,0,0
Elp1,369,431,642,737
Ctnnal1,454,513,586,800
Tmem245,1381,1350,1551,1468
Frrs1l,0,1,0,0
Epb41l4b,7,10,2,11
Ptpn3,1,2,2,0
1700042G15Rik,0,0,0,1
Gm12526,0,0,0,0
D630039A03Rik,0,0,0,0
Txn1,51,35,61,68
Txndc8,0,0,1,0
Svep1,0,0,0,0
Lpar1,4,3,1,1
Gm12580,0,0,0,0
Olfr267,1,0,1,1
Ecpas,3023,2718,3987,3705
Ptgr1,18,16,13,12
Shoc1,8,6,2,6
Gm12594,0,0,0,0
Susd1,327,219,646,440
Ptbp3,5366,5690,8436,7475
Inip,179,144,224,241
Gm12542,38,45,65,64
Slc46a2,2,0,3,4
Mup4,0,0,0,0
Mup7,0,0,0,0
Mup2,0,1,1,1
Mup8,0,0,0,0
Mup9,0,0,0,0
Mup1,0,0,0,0
Mup10,0,0,0,0
Mup11,0,0,0,0
Mup12,0,0,0,0
Mup22,0,0,0,0
Mup13,0,0,0,0
Mup14,0,0,0,0
Mup15,0,0,0,0
Mup16,0,0,0,0
Mup17,0,0,0,0
Mup18,0,0,0,0
Mup19,0,0,0,0
Mup5,0,0,0,0
Mup20,0,0,0,0
Mup3,0,0,0,0
Mup21,0,0,0,0
Zfp37,71,78,107,39
Fkbp15,2659,2561,3134,2607
Cdc26,522,529,641,573
Rnf183,0,0,1,0
Wdr31,1,1,4,2
Hdhd3,2,1,0,0
Alad,35,35,41,42
Pole3,3,7,11,4
Gm11209,0,0,2,4
Gm11211,0,0,1,1
Ambp,0,0,0,0
Kif12,0,0,0,0
Akna,519,523,700,654
Whrn,2720,2618,2797,2920
Gm11213,1,1,1,2
Tex48,0,1,2,4
Gm11214,0,0,0,0
Tnfsf15,0,0,1,0
Tnfsf8,51,20,22,15
Tnc,0,0,1,0
Gm11217,0,0,0,0
Astn2,87,76,82,77
Gm12911,0,0,0,0
Brinp1,3,2,1,1
Cdk5rap2,562,676,787,709
Megf9,177,184,270,90
Gm11228,0,0,0,0
Gm11232,0,0,0,0
Tle1,228,186,271,143
Aldoart1,0,0,0,0
Gm11487,0,0,0,0
Rasef,0,0,0,1
Gm11758,0,0,0,0
Gm11757,0,0,0,0
Gm13871,0,0,0,0
Gm11756,0,0,0,0
2310002L09Rik,0,0,0,0
A230083N12Rik,53,60,64,76
Dmac1,3,3,9,5
Ptprd,45,92,48,47
Gm11261,0,0,0,0
Mpdz,1,3,1,5
Gm12914,0,0,0,0
Gm11264,2,0,0,0
Nfib,8,30,23,18
Gm11267,0,0,0,0
Zdhhc21,258,216,401,380
Cer1,0,0,0,0
Frem1,1,4,1,2
Ttc39b,1215,1159,1581,2501
Gm11413,1,0,0,1
Psip1,496,441,563,526
Gm11415,0,0,0,0
6030471H07Rik,0,0,0,0
Gm12414,0,0,0,0
Bnc2,67,113,28,36
Saxo1,0,0,0,0
Haus6,315,262,382,311
Plin2,138,168,236,185
Rps6,136,154,203,281
Slc24a2,0,10,5,12
Mllt3,975,698,538,429
Hacd4,211,205,78,93
Ifnb1,0,0,0,0
Ifna15,0,0,0,0
Ifna14,0,0,0,0
Ifna9,0,0,0,0
Ifna12,0,0,0,0
C87499,0,0,0,0
Ifna13,0,0,0,0
Ifna16,0,0,0,0
Ifna2,0,0,0,0
Ifnab,0,0,0,0
Klhl9,0,0,0,0
Gm13274,11,35,10,5
4930553M12Rik,0,0,0,0
Ifne,0,0,0,0
Gm49890,0,0,0,0
Gm49891,0,0,0,0
Gm12602,0,0,0,0
Gm12606,2,0,1,0
Cdkn2a,17,9,42,34
Cdkn2b,14,10,8,25
Elavl2,2,0,0,0
4930577H14Rik,0,0,0,0
Izumo3,0,0,0,0
Gm12666,0,1,3,4
Tusc1,0,0,0,0
Gm12649,2,2,0,2
Gm12648,3,0,0,2
Gm12655,53,69,78,55
Caap1,918,823,977,898
Plaa,1012,984,1503,1782
Lrrc19,61,54,92,65
Eqtn,1,5,4,5
Mysm1,900,751,1225,1039
Gm12703,371,505,456,886
Jun,0,0,0,0
4930551L18Rik,0,0,0,0
Gm29064,0,0,0,0
Gm830,0,0,0,0
9530080O11Rik,0,1,0,0
Cyp2j13,0,0,2,1
Cyp2j12,1,0,0,0
Cyp2j7,1,0,2,0
Cyp2j11,0,0,0,0
Cyp2j8,0,0,0,0
Cyp2j6,0,2,0,0
Cyp2j9,0,1,2,0
Cyp2j5,0,0,0,0
Gm12695,1,1,1,1
E130114P18Rik,157,204,220,307
Gm12676,1,1,1,5
Tm2d1,780,744,998,1089
Kank4,1,1,2,1
I0C0044D17Rik,0,0,0,0
Dock7,1796,1912,2237,2149
Gm12681,0,0,0,0
Gm12688,0,0,0,0
Gm12682,1,5,5,13
Itgb3bp,525,464,663,350
Ube2uos,0,0,0,0
Jak1,4338,4422,7920,11267
Gm12796,31,27,39,112
E130102H24Rik,249,238,536,611
B020004J07Rik,2,3,4,4
C130073F10Rik,0,0,0,0
Gm12790,0,0,0,0
Gm12709,13,8,75,78
BB031773,0,0,0,0
Insl5,0,0,0,0
Wdr78,100,98,109,66
Slc35d1,273,280,315,280
4921539E11Rik,2,0,3,0
Gm12720,0,0,0,0
C8a,0,0,0,1
Prkaa2,26,22,21,10
Gm12729,0,0,0,0
Pcsk9,0,0,1,4
Bsnd,0,0,0,0
Tmem61,0,1,0,0
2700068H02Rik,0,0,0,0
Gm12744,0,0,0,0
Lexm,0,1,1,2
Ttc4,144,158,180,216
Mroh7,0,0,0,0
Acot11,17,17,26,11
Gm12746,0,0,0,0
Gm12786,15,13,7,10
Mrpl37,126,114,193,195
Tceanc2,352,368,459,430
Lrrc42,31,35,58,53
Dio1,0,0,0,0
Gm12869,1,1,1,2
Dmrtb1,9,4,4,7
Lrp8os3,7,0,9,9
Lrp8os2,0,0,3,1
Lrp8os1,0,0,0,0
Cpt2,69,66,111,89
Podn,5,16,14,22
Scp2,218,167,200,202
Zyg11a,0,0,3,1
Zyg11b,1602,1616,2232,2065
Shisal2a,0,1,0,3
Gpx7,0,3,0,0
Prpf38a,183,183,305,291
Gm12743,363,330,651,383
Gm17354,173,143,196,156
Zfyve9,1005,766,1344,932
Btf3l4,343,362,522,512
8030443G20Rik,2,0,1,1
Osbpl9,3687,3382,5653,4563
Ttc39aos1,0,0,0,0
Rnf11,433,459,571,637
4930522H14Rik,0,0,0,0
9630013D21Rik,0,3,3,1
Cdkn2c,13,9,16,14
Dmrta2os,0,0,0,0
Elavl4,399,353,255,179
Slc5a9,0,0,0,0
Skint9,0,0,0,0
Skint10,0,0,0,0
Skint6,11,12,11,25
Skint5,4,2,3,0
Gm28864,0,0,0,0
9130410C08Rik,1,0,1,0
Foxd2,0,0,0,0
Foxe3,0,0,0,0
Cmpk1,372,339,506,406
Cyp4x1,0,0,0,0
Cyp4a14,0,0,0,0
Cyp4b1,0,0,0,0
Tex38,0,0,0,0
Gm29434,0,0,0,0
Dmbx1,0,0,0,0
Faah,0,0,1,1
Nsun4,278,228,405,372
Uqcrh,1003,679,858,770
Rad54l,15,8,6,19
Lurap1,11,12,39,29
Tspan1,1,0,0,0
Mast2,1356,1373,1726,1573
Tmem69,105,78,110,80
C530005A16Rik,126,126,138,134
Nasp,425,365,615,442
Akr1a1,904,816,1469,1148
Mmachc,21,17,29,13
Toe1,215,174,238,163
Hpdl,0,0,0,0
Urod,15,14,16,9
1700021J08Rik,0,0,0,0
Btbd19,52,73,66,74
Plk3,304,510,461,448
Rps8,275,233,352,352
Kif2c,0,1,2,3
Armh1,9,9,29,26
1700012C08Rik,0,0,0,0
Rnf220,263,254,391,426
Dmap1,54,60,77,69
Klf17,0,0,0,0
Gm17114,6,2,4,0
Ccdc24,0,0,0,0
B4galt2,3,2,3,1
Atp6v0b,1601,1633,968,1098
Dph2,3,0,0,0
Ipo13,162,137,148,119
Artn,0,0,0,2
St3gal3,3593,3551,4069,3628
Kdm4a,324,332,442,330
Ptprf,0,1,1,4
Szt2,189,184,245,269
Cdc20,1,1,1,0
Mpl,2,5,11,11
Tie1,1,0,0,0
Tmem125,0,0,0,0
Cfap57,1,1,4,6
Gm12853,1,1,0,2
Olfr1342,0,0,0,0
Olfr1338,0,0,0,0
Olfr1337,0,0,0,0
Olfr1335,0,0,0,0
Olfr1333,0,0,0,0
Olfr1329,0,0,0,0
Olfr1328,3,0,5,16
Gm12863,0,0,0,0
Gm12865,254,133,317,462
Gm12862,2,1,5,1
Gm12866,0,3,1,1
Gm12867,0,1,0,2
Gm12868,13,24,41,53
Zfp691,213,160,166,149
Ermap,568,425,711,494
AU022252,72,59,71,66
Tmem269,1,3,2,1
Gm12927,0,0,0,0
Ybx1,682,740,1019,1194
Ppih,139,131,165,136
Ccdc30,1,3,1,9
Ppcs,18,23,26,15
Rimkla,0,0,2,1
Frg2f1,69,49,106,88
Guca2b,0,0,0,0
Foxo6,0,0,0,0
Ctps,145,104,238,218
Gm45579,0,0,0,0
Kcnq4,0,0,3,0
Nfyc,1478,1478,1925,1750
Exo5,168,166,162,118
Zfp69,791,986,502,550
Smap2,11863,12053,12310,12452
Zmpste24,163,215,244,250
Tmco2,0,0,0,1
Rlf,1802,1826,2351,2583
Gm12888,0,0,0,0
Gm12886,0,0,0,0
Gm12887,0,0,0,0
Cap1,3070,3166,4540,2933
Mfsd2a,0,4,2,4
Gm12923,0,0,0,0
Ppie,106,98,110,126
Bmp8a,1,3,5,17
Oxct2a,0,0,0,0
Macf1,16044,16866,18232,15509
Ndufs5,46,43,75,54
Akirin1,558,568,1033,1114
1700121C08Rik,0,0,0,0
Gm12905,308,287,547,675
Gm12916,0,0,0,0
1700021L23Rik,0,0,0,0
4933435F18Rik,0,0,0,0
1700057H15Rik,1,2,0,1
Gm2164,0,2,0,2
Utp11,177,161,246,162
Gm12915,19,20,33,27
1110065P20Rik,2,2,1,1
Maneal,0,0,3,1
1700125G02Rik,0,0,0,0
Cdca8,6,1,4,6
Gm12930,3,3,13,13
Dnali1,1,1,7,6
Gm12932,17,16,19,13
Zc3h12a,359,502,805,1263
2610028E06Rik,0,0,0,0
Sh3d21,9,25,28,18
Thrap3,2275,2159,3478,3819
Map7d1,184,219,250,242
Adprhl2,114,156,215,297
Tekt2,0,0,1,0
Ago3,2450,2326,2952,2706
Ago1,600,666,626,968
Ago4,575,763,943,891
Tfap2e,1,0,0,12
Ncdn,26,30,59,45
Zmym4,2959,2947,3264,3379
Zmym1,70,92,90,76
Gja4,0,0,0,0
Gjb3,0,0,0,0
Gjb4,0,0,0,0
Gjb5,0,0,0,0
1700112K13Rik,0,0,0,0
CK137956,0,0,0,0
Csmd2os,0,0,1,0
Hmgb4,0,0,0,0
Zscan20,26,31,20,13
Tlr12,14,9,7,4
Zfp362,352,336,473,409
Azin2,16,23,28,46
1700086P04Rik,16,18,36,29
Hpca,0,0,0,0
S100pbp,470,565,827,703
C77080,0,0,3,1
Rbbp4,1064,985,1477,1741
Zbtb8a,62,70,71,78
Zbtb8b,0,0,0,0
Tssk3,1,5,4,6
Gm12979,38,48,65,41
Hdac1,545,589,639,686
Lck,9,14,15,19
Fam167b,14,14,2,3
Eif3i,92,97,146,141
Dcdc2b,50,46,35,43
Iqcc,37,21,27,27
Ccdc28b,258,221,298,219
Txlna,285,293,335,421
Kpna6,246,241,345,339
Tmem39b,132,143,125,90
Khdrbs1,2316,2393,2893,2941
Gm12963,0,1,0,1
Hcrtr1,0,0,0,0
Tinagl1,0,3,1,2
Ldc1,0,1,1,4
Serinc2,0,1,0,1
Gm10570,0,0,0,0
Zcchc17,305,269,384,253
Nkain1,0,0,0,0
Gm12970,0,0,0,0
Gm26716,3,1,2,1
A930031H19Rik,0,0,0,0
Gm12962,0,0,0,0
Gm16080,0,0,0,0
Ptpru,2,2,8,1
Gm12992,6,12,27,16
AL607088.1,0,0,0,0
Epb41,3111,3214,4912,4893
Oprd1,0,0,1,1
Ythdf2,990,936,1194,1098
Gmeb1,1701,1819,2075,1732
Rab42,0,3,0,0
Trnau1ap,173,163,218,164
Rcc1,60,69,114,79
Snhg3,674,458,1192,887
Phactr4,924,836,1076,1078
Med18,13,12,18,7
Sesn2,25,34,61,61
Gm12981,5,2,5,8
Atpif1,292,278,445,447
Xkr8,6,3,6,6
Smpdl3b,180,116,260,148
Themis2,642,521,1113,1188
Ppp1r8,114,100,128,166
Stx12,717,682,904,1205
Fam76a,449,393,775,670
Gpr3,0,0,1,1
Sytl1,9,6,10,19
Tmem222,99,104,159,190
Wdtc1,186,234,247,209
Gm13257,0,0,0,0
Trnp1,9,11,10,17
Nudc,235,318,341,359
Sfn,0,0,0,0
Zdhhc18,365,383,358,286
Pigv,496,458,556,283
Arid1a,3641,3504,4140,3375
Rps6ka1,2435,2389,1956,1431
Hmgn2,137,136,166,146
Dhdds,581,715,894,667
Lin28a,0,0,0,0
Cd52,87,100,42,82
Sh3bgrl3,53,24,33,35
Cep85,1215,1470,1699,1784
Gm7534,0,0,0,0
Catsper4,0,1,0,0
Cnksr1,0,0,0,0
Zfp593,6,8,8,9
Grrp1,0,0,1,0
Pdik1l,96,85,133,119
Extl1,0,0,0,0
1700021N21Rik,0,0,2,1
Mtfr1l,32,43,50,55
Selenon,25,26,38,50
Man1c1,4567,4133,6486,5422
Ldlrap1,122,79,135,97
Maco1,868,839,1325,1180
Tmem50a,387,339,502,536
Gm16225,0,0,0,0
Gm16224,0,0,0,0
Clic4,499,646,1111,953
Srrm1,1521,1529,2127,2215
Ncmap,13,7,32,32
Rcan3,337,342,458,435
Gm15979,5,5,5,7
Nipal3,158,191,223,137
Grhl3,4,2,0,0
Pnrc2,88,78,92,100
Lypla2,1,3,10,4
Pithd1,57,57,97,64
Eloa,224,211,334,226
Gm24362,0,0,0,0
Rpl11,203,166,306,232
Gm27022,6,1,7,1
Kdm1a,801,850,1173,1113
Ephb2,2,8,9,14
C1qb,1676,1584,2072,2481
C1qc,480,375,439,411
C1qa,647,540,497,641
Epha8,0,0,0,0
Zbtb40,274,293,260,215
1700037C06Rik,0,0,0,0
Gm13001,0,0,0,0
Gm13003,0,0,0,0
Cdc42,4367,4492,6281,5706
2810405F17Rik,0,0,0,0
Cela3a,0,0,5,1
Cela3b,0,0,0,1
Gm13010,0,0,0,0
Ldlrad2,0,0,0,0
Rap1gapos,0,0,0,0
Alpl,0,2,1,1
Gm13012,0,0,3,1
1700095J12Rik,1,2,1,1
Pink1,121,120,157,194
Cda,0,0,0,0
Fam43b,0,0,0,0
Vwa5b1,1,0,0,0
Ubxn10,0,0,0,0
Pla2g2f,0,0,0,0
Pla2g5,0,0,0,0
Gm13030,0,0,1,1
Otud3,162,141,219,179
Htr6,1,0,2,0
Nbl1,2,2,5,12
Micos10,335,331,608,726
Gm16287,0,0,6,3
Pqlc2,374,421,413,458
Mrto4,12,10,23,20
Pax7,0,0,0,0
4933427I22Rik,0,0,0,0
Klhdc7a,0,0,0,0
Igsf21,1,2,1,1
Arhgef10l,403,361,360,280
Padi6,0,2,2,0
Padi4,0,1,2,1
Padi3,1,1,0,1
Padi1,0,0,0,0
Gm13031,221,292,274,238
Crocc,34,47,46,44
Necap2,390,362,363,498
Szrd1,674,733,1014,911
Gm13055,0,0,0,0
Clcnka,0,0,0,0
Clcnkb,0,0,0,0
Srarp,2,0,0,0
Spen,848,708,1199,1202
Fblim1,329,392,777,581
Tmem82,2,2,1,0
Slc25a34,0,1,4,5
Plekhm2,1888,2054,3659,3657
Ddi2,2034,2119,3874,4537
Rsc1a1,0,0,0,0
Dnajc16,476,416,600,642
Cela2a,0,0,1,0
Ctrc,0,0,2,4
Efhd2,2870,3925,5623,5717
Fhad1,1037,1410,1777,1674
Tmem51,1,3,4,9
Gm13053,0,0,0,0
Kazn,6,6,10,8
Gm13052,0,0,1,1
6330411D24Rik,1,5,5,2
Prdm2,1859,1842,2199,1926
Pdpn,2,5,5,9
Oog4,0,2,0,0
Gm13088,0,0,0,0
Gm13089,0,0,0,0
Gm13084,0,0,0,0
Pramef6,0,0,0,0
Pramef25,0,0,0,0
Gm13101,0,0,0,0
Pramef17,0,0,0,0
Oog3,0,0,0,0
C87977,0,0,0,0
Pramel5,0,0,0,0
Pramef20,0,0,0,0
Pramef12,0,1,0,0
1700012P22Rik,0,0,0,0
Gm9944,0,0,0,0
Aadacl3,0,0,0,0
Gm13124,0,0,1,0
Gm436,0,0,0,0
Gm13178,0,0,0,0
Gm438,0,0,0,0
Vps13d,2142,2019,2749,2444
Tnfrsf1b,1314,1313,1954,1754
Tnfrsf8,0,1,4,10
Gm13165,0,0,0,0
1700095A21Rik,0,3,2,7
Gm21411,2,3,4,3
4933438K21Rik,0,0,0,0
Zfp979,0,0,0,0
Gm16211,0,0,0,0
Zfp534,0,0,0,0
Zfp984,474,391,595,418
Gm20707,4,5,0,5
Zfp933,687,623,787,569
Miip,245,236,353,319
Mfn2,121,174,211,181
Plod1,552,560,653,730
Gm13054,12,8,1,4
Clcn6,202,223,304,248
Gm13201,14,4,7,7
Agtrap,28,23,56,28
Draxin,3,7,5,32
Fbxo6,29,30,40,45
Fbxo44,3,10,13,22
Disp3,0,0,1,1
Gm13200,0,0,0,0
Ubiad1,30,49,87,77
Angptl7,6,3,7,10
Gm13209,0,4,0,0
Tardbp,950,692,1089,831
Gm15969,0,0,0,0
Gm13205,0,0,0,1
Pex14,1764,1808,2101,1897
Cort,0,0,0,0
Cenps,47,79,40,10
Pgd,181,171,263,185
Kif1b,1592,1607,2708,2316
Ube4b,1444,1476,2037,1660
Rbp7,0,0,0,0
Nmnat1,47,61,47,40
Gm13066,4,1,7,5
Pik3cd,3517,3367,3871,3978
Tmem201,21,28,34,75
Slc25a33,168,155,352,249
Gm13073,1,1,1,1
Spsb1,843,664,866,1366
H6pd,86,66,95,47
Gm13093,7,6,11,6
Car6,0,0,0,1
Gm13091,100,111,120,107
Slc45a1,0,5,0,2
Gm16079,0,0,1,1
1700045H11Rik,0,2,0,1
Park7,2627,1941,2858,2178
Camta1,1259,1066,2072,2343
Per3,496,138,371,367
Vamp3,32,38,47,58
Thap3,1025,966,1234,1001
Phf13,7,7,1,14
Zbtb48,143,129,125,93
Tas1r1,0,0,1,1
Espn,33,23,45,34
Hes3,0,0,0,0
Rnf207,0,1,0,0
Gm13645,0,0,0,0
Kcnab2,8,13,21,8
Gm13173,0,0,0,0
Ajap1,1,0,0,0
BC039966,0,0,0,0
Dffb,40,40,49,42
Smim1,112,88,77,55
Ccdc27,5,1,1,3
Trp73,1,0,3,5
Tprgl,18,28,28,22
Arhgef16,0,0,0,0
Prdm16,9,9,17,26
Gm27202,0,0,0,0
Gm13110,0,0,0,0
Actrt2,0,0,0,0
Gm13112,0,0,0,0
Prxl2b,30,23,34,10
Tnfrsf14,33,38,47,52
Gm20421,0,0,0,0
Plch2,0,3,0,11
Rer1,160,121,178,199
Ski,6589,6475,12023,13524
Prkcz,20,28,15,14
Gabrd,15,17,21,16
5830444B04Rik,506,510,432,430
Gm16023,124,144,137,151
Gm10563,211,330,401,596
Mmp23,5,4,1,5
Mib2,347,299,262,261
1500002C15Rik,0,0,0,0
Atad3a,95,92,173,145
Vwa1,1,0,0,0
Tmem88b,0,0,0,0
Mxra8os,0,0,0,0
Tas1r3,1,1,0,0
Cptp,95,51,72,42
Pusl1,18,15,28,20
B3galt6,0,0,0,0
Gm16008,15,8,18,10
Ttll10,0,0,0,0
Gm13648,0,0,0,0
Agrn,15,9,12,9
Isg15,11,3,6,3
Plekhn1,17,19,26,13
Samd11,1,0,1,0
Vmn1r2,0,0,0,0
AI838599,0,0,0,0
Tgs1,1093,975,1074,1055
2210414B05Rik,3,4,0,3
Lyn,24810,25349,32866,34541
Chchd7,173,160,215,175
A830012C17Rik,0,0,0,0
4930423M02Rik,0,0,0,0
Fam110b,3,10,7,8
Ubxn2b,313,303,443,356
Sdcbp,2246,1996,3930,5106
Gm11802,0,0,0,0
8430436N08Rik,0,0,0,0
Gm11795,0,0,0,0
Rab2a,3957,4096,5628,5653
Chd7,6639,6411,11702,10626
Clvs1,1,6,3,3
4930412C18Rik,20,1,4,6
Gdf6,0,0,0,0
2610301B20Rik,200,166,229,191
Gm11827,4,6,37,36
Trp53inp1,188,198,491,650
Ccne2,32,40,38,67
Virma,947,993,1210,1297
Rad54b,10,9,16,4
Fsbp,1,0,2,2
Gem,1735,3201,2524,3897
Cdh17,0,0,4,2
1700123M08Rik,189,186,311,151
Gm11842,3,4,3,5
Rbm12b2,168,155,197,168
Rbm12b1,72,61,84,62
Gm11846,0,0,0,1
Triqk,25,18,21,8
Gm11820,0,0,0,0
Runx1t1,121,152,51,98
Pip4p2,862,745,1144,916
Gm11837,5,0,1,1
Gm11844,0,0,0,0
Tmem64,428,445,558,510
Calb1,0,0,0,1
Nbn,197,175,269,228
A530072M11Rik,473,435,429,298
Gm11861,0,0,2,5
Mmp16,1,0,0,0
Gm11867,497,398,546,1033
Cngb3,1,4,3,2
Rmdn1,2620,2430,3779,3598
Gm12353,587,574,551,401
